,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
2421,2421,2421,2778,1460,581,7/14/2000,X-Men,75000000,296339717,157299717
2422,2422,2422,2779,5249,296,9/30/2016,Miss Peregrine’s Home for Peculiar Children,110000000,296642834,87242834
2423,2423,2423,2780,1358,313,12/17/1999,Stuart Little,105000000,298815224,140015224
2424,2424,2424,2781,978,1152,6/20/1997,My Best Friend's Wedding,46000000,298923419,126813153
2425,2425,2425,2782,3583,500,2/19/2010,Shutter Island,80000000,299461782,128012934
2426,2426,2426,2783,3107,445,3/14/2008,Horton Hears a Who,85000000,299477886,154529439
2427,2427,2427,2784,3,5299,9/17/1920,Over the Hill to the Poorhouse,100000,3000000,3000000
2428,2428,2428,2785,2839,5085,12/31/2006,Fengkuang de Shitou,500000,3000000,0
2429,2429,2429,2786,462,3423,1/5/1987,Malone,10000000,3000000,3000000
2430,2430,2430,2787,4398,3814,5/31/2013,The East,6500000,3027956,2274649
2431,2431,2431,2788,4981,4807,8/28/2015,Que Horas Ela Volta?,1200000,3048209,376976
2432,2432,2432,2789,1629,4669,6/15/2001,Songcatcher,1800000,3050934,3050934
2433,2433,2433,2790,1574,3079,2/3/2001,The Widow of St. Pierre,13000000,3058380,3058380
2434,2434,2434,2791,2601,4100,1/27/2006,Tristram Shandy: A Cock and Bull Story,4750000,3061763,1253413
2435,2435,2435,2792,1213,4385,2/19/1999,Jawbreaker,3000000,3076820,3076820
2436,2436,2436,2793,4175,5287,6/15/2012,Your Sister's Sister,120000,3090593,1597486
2437,2437,2437,2794,2405,4109,4/3/2005,Dear Frankie,4600000,3099369,1340891
2438,2438,2438,2795,176,5314,8/30/1972,The Last House on the Left,87000,3100000,3100000
2439,2439,2439,2796,2635,4437,3/24/2006,Boynton Beach Club,2900000,3127472,3127472
2440,2440,2440,2797,2599,3673,1/27/2006,Imagine Me & You,7900000,3129471,672243
2441,2441,2441,2798,1497,3540,9/29/2000,Beautiful,9000000,3134509,3134509
2442,2442,2442,2799,459,4461,1/1/1987,Maurice,2600000,3147950,3147950
2443,2443,2443,2800,4065,3819,12/31/2011,Tracker,6500000,3149,0
2444,2444,2444,2801,4731,3421,11/14/2014,Rosewater,10000000,3168858,3128941
2445,2445,2445,2802,2693,5055,6/16/2006,Wordplay,500000,3177636,3121270
2446,2446,2446,2803,4614,3583,6/13/2014,The Rover,8500000,3180252,1109199
2447,2447,2447,2804,14,5025,6/9/1935,Top Hat,609000,3202000,1782000
2448,2448,2448,2805,71,4310,2/16/1956,Carousel,3380000,3220,0
2449,2449,2449,2806,2933,3279,7/9/2007,Romance and Cigarettes,11000000,3231251,551002
2450,2450,2450,2807,4862,5206,3/24/2015,Along the Roadside,250000,3234,0
2451,2451,2451,2808,3727,4388,9/4/2010,Letters to God,3000000,3237452,2848587
2452,2452,2452,2809,2481,1846,8/17/2005,Supercross,30000000,3252550,3102550
2453,2453,2453,2810,4982,4973,8/28/2015,Windsor Drive,850000,3256,3256
2454,2454,2454,2811,2605,3424,2/6/2006,Peaceful Warrior,10000000,3260179,2893666
2455,2455,2455,2812,2961,3077,8/24/2007,Resurrecting the Champ,13000000,3260555,3172382
2456,2456,2456,2813,2408,4704,4/11/2005,I Love Your Work,1600000,3264,3264
2457,2457,2457,2814,1848,5272,7/19/2002,Tadpole,150000,3270128,2891288
2458,2458,2458,2815,3135,3657,4/18/2008,Pathology,8000000,3270974,109045
2459,2459,2459,2816,689,3874,8/27/1993,Only the Strong,6000000,3273588,3273588
2460,2460,2460,2817,715,3419,4/2/1994,Romeo Is Bleeding,10000000,3275585,3275585
2461,2461,2461,2818,1836,3917,6/21/2002,Sunshine State,5600000,3281898,3064356
2462,2462,2462,2819,2292,4462,9/7/2004,Riding Giants,2600000,3292333,2276368
2463,2463,2463,2820,1636,4284,6/29/2001,Pootie Tang,3500000,3293258,3293258
2464,2464,2464,2821,4911,5034,5/22/2015,Drunk Wedding,600000,3301,3301
2465,2465,2465,2822,4610,4866,6/6/2014,Obvious Child,1000000,3324070,3122616
2466,2466,2466,2823,5066,3562,11/13/2015,Heist,8900000,3324184,50136
2467,2467,2467,2824,5256,4536,10/16/2016,Mi America,2100000,3330,3330
2468,2468,2468,2825,3099,3877,3/7/2008,The Wackness,6000000,3330012,2077046
2469,2469,2469,2826,4279,3418,12/10/2012,Atlas Shrugged: Part II,10000000,3336053,3336053
2470,2470,2470,2827,2332,3689,11/24/2004,The Work and the Glory,7500000,3347647,3347647
2471,2471,2471,2828,2625,4262,3/11/2006,Unknown,3700000,3355048,26403
2472,2472,2472,2829,862,3417,4/10/1996,Crash,10000000,3357324,3357324
2473,2473,2473,2830,2153,2918,12/25/2003,The Company,15000000,3396508,2281585
2474,2474,2474,2831,4878,1115,4/17/2015,Child 44,50000000,3434330,1224330
2475,2475,2475,2832,3304,2943,12/31/2008,Bathory,15000000,3436763,0
2476,2476,2476,2833,2972,3539,9/3/2007,The Ultimate Gift,9000000,3438735,3438735
2477,2477,2477,2834,1763,4576,2/8/2002,Full Frontal,2000000,3438804,2512846
2478,2478,2478,2835,4616,3557,6/17/2014,Beneath Hill 60,9000000,3440939,0
2479,2479,2479,2836,4730,2766,11/14/2014,The Homesman,16000000,3442853,2429989
2480,2480,2480,2837,5094,2942,12/31/2015,Chiamatemi Francesco - Il papa della gente,15000000,3454036,0
2481,2481,2481,2838,2114,3876,10/31/2003,Shattered Glass,6000000,3456602,2207975
2482,2482,2482,2839,1131,4865,8/21/1998,"Next Stop, Wonderland",1000000,3465703,3395581
2483,2483,2483,2840,495,4200,1/12/1988,Talk Radio,4000000,3468572,3468572
2484,2484,2484,2841,4792,2947,1/9/2015,Broken Horses,15000000,3471,0
2485,2485,2485,2842,2259,4107,7/16/2004,Camping Sauvage,4600000,3479302,3479302
2486,2486,2486,2843,289,1238,11/19/1980,Heaven's Gate,44000000,3484523,3484331
2487,2487,2487,2844,4574,3873,3/14/2014,Veronica Mars,6000000,3485383,3322127
2488,2488,2488,2845,4584,5173,3/28/2014,Locker 13,300000,3496,3496
2489,2489,2489,2846,128,5232,1/18/1967,Per un pugno di dollari,200000,3500000,3500000
2490,2490,2490,2847,99,4122,9/3/1962,State Fair,4500000,3500000,3500000
2491,2491,2491,2848,32,4515,1/1/1944,Bathing Beauty,2361000,3500000,3500000
2492,2492,2492,2849,4006,3662,10/14/2011,Fireflies in the Garden,8000000,3505823,36884
2493,2493,2493,2850,4155,3116,5/10/2012,The Paperboy,12500000,3522153,677200
2494,2494,2494,2851,3623,3434,4/16/2010,The Joneses,10000000,3541565,1475746
2495,2495,2495,2852,5316,5355,1/27/2017,Emily,27000,3547,3547
2496,2496,2496,2853,2389,4868,3/8/2005,Junebug,1000000,3553253,2678010
2497,2497,2497,2854,5205,3691,6/24/2016,The Neon Demon,7500000,3559803,1333124
2498,2498,2498,2855,5343,3429,4/21/2017,Free Fire,10000000,3565109,1799322
2499,2499,2499,2856,2106,5159,10/17/2003,Pieces of April,300000,3571253,2528664
2500,2500,2500,2857,1717,4870,11/21/2001,The Sidewalks of New York,1000000,3575308,2402459
2501,2501,2501,2858,3643,3646,5/3/2010,The Secret of Kells,8000000,3582797,690290
2502,2502,2502,2859,962,1687,3/26/1997,Cats Don't Dance,32000000,3588602,3588602
2503,2503,2503,2860,2679,2142,6/1/2006,BloodRayne,25000000,3605420,2405420
2504,2504,2504,2861,3672,3091,6/18/2010,The Killer Inside Me,13000000,3617277,217277
2505,2505,2505,2862,3537,4620,12/29/2009,Lesbian Vampire Killers,2000000,3620902,0
2506,2506,2506,2863,4346,3428,3/5/2013,The Iceman,10000000,3623609,1930282
2507,2507,2507,2864,4027,5344,11/2/2011,Raymond Did It,40000,3632,3632
2508,2508,2508,2865,4575,5248,3/14/2014,The Word,200000,3648,3648
2509,2509,2509,2866,239,4382,9/13/1978,Days of Heaven,3000000,3660880,3446749
2510,2510,2510,2867,2393,4920,3/18/2005,The Helix…Loaded,1000000,3700,3700
2511,2511,2511,2868,2004,4800,4/3/2003,The Day the Earth Stood Still,1200000,3700000,3700000
2512,2512,2512,2869,1818,4383,5/24/2002,Thirteen Conversations About One Thing,3000000,3705923,3287435
2513,2513,2513,2870,340,4041,8/27/1982,Jekyll and Hyde... Together Again,5000000,3707583,3707583
2514,2514,2514,2871,3940,5041,7/29/2011,The Harvest/La Cosecha,560000,3709,3709
2515,2515,2515,2872,3988,1849,9/23/2011,Machine Gun Preacher,30000000,3721988,538690
2516,2516,2516,2873,5064,2500,11/13/2015,By the Sea,20000000,3727746,538460
2517,2517,2517,2874,4019,5189,10/28/2011,Like Crazy,250000,3731489,3395391
2518,2518,2518,2875,1652,3875,7/20/2001,Hedwig and the Angry Inch,6000000,3747270,3067312
2519,2519,2519,2876,4117,4976,3/8/2012,Celeste and Jesse Forever,840000,3787689,3103407
2520,2520,2520,2877,5175,4042,4/15/2016,Green Room,5000000,3807503,3220371
2521,2521,2521,2878,2118,5188,11/4/2003,Better Luck Tomorrow,250000,3809226,3802390
2522,2522,2522,2879,2022,4199,4/25/2003,The Real Cancun,4000000,3816594,3816594
2523,2523,2523,2880,3572,5054,1/22/2010,To Save a Life,500000,3824868,3777210
2524,2524,2524,2881,3168,4487,6/20/2008,Brick Lane,2500000,3838486,1094998
2525,2525,2525,2882,2926,4204,6/22/2007,You Kill Me,4000000,3858964,2426851
2526,2526,2526,2883,5282,1965,11/23/2016,Rules Don’t Apply,26700000,3871448,3652206
2527,2527,2527,2884,745,5353,10/19/1994,Clerks,27000,3894240,3073428
2528,2528,2528,2885,1998,3905,3/21/2003,L'auberge espagnole,5900000,3895664,3895664
2529,2529,2529,2886,693,4380,9/24/1993,Warlock: The Armageddon,3000000,3902679,3902679
2530,2530,2530,2887,2841,3541,1/6/2007,Gracie,9000000,3922043,2956339
2531,2531,2531,2888,3622,3115,4/16/2010,The Perfect Game,12500000,3931367,1089445
2532,2532,2532,2889,135,5292,1/10/1968,Night of the Living Dead,114000,30000000,12000000
2533,2533,2533,2890,48,3593,2/23/1951,Quo Vadis?,8250000,30022000,30000000
2534,2534,2534,2891,530,3340,5/19/1989,Road House,10000000,30050028,30050028
2535,2535,2535,2892,4523,2276,12/31/2013,Metegol,22000000,30051905,0
2536,2536,2536,2893,1771,855,2/22/2002,Dragonfly,60000000,30063805,30063805
2537,2537,2537,2894,3283,893,12/12/2008,"Che, El Ar the Argentine",58000000,30118557,293708
2538,2538,2538,2895,4661,2842,8/22/2014,When the Game Stands Tall,15000000,30138912,30127963
2539,2539,2539,2896,1119,3361,7/24/1998,Jane Austen's Mafia,10000000,30143795,19843795
2540,2540,2540,2897,3992,2431,9/30/2011,What's Your Number?,20000000,30163785,14011084
2541,2541,2541,2898,1481,1372,8/25/2000,The Art of War,40000000,30199105,30199105
2542,2542,2542,2899,2793,2305,11/8/2006,Pulse,20500000,30241435,20264436
2543,2543,2543,2900,3045,2841,12/25/2007,The Great Debaters,15000000,30261293,30226144
2544,2544,2544,2901,2210,3584,4/23/2004,Silmido,8500000,30298347,298347
2545,2545,2545,2902,1772,1568,2/22/2002,Queen of the Damned,35000000,30307804,30307804
2546,2546,2546,2903,4647,5317,7/25/2014,Happy Christmas,70000,30312,30312
2547,2547,2547,2904,1055,2685,2/10/1998,A Night at the Roxbury,17000000,30331165,30331165
2548,2548,2548,2905,2300,4006,9/24/2004,Shaun of the Dead,5000000,30332385,13542874
2549,2549,2549,2906,2138,4708,12/9/2003,Cabin Fever,1500000,30351664,21158188
2550,2550,2550,2907,3333,3739,2/10/2009,A Serious Man,7000000,30360570,9228788
2551,2551,2551,2908,4809,875,1/23/2015,Mortdecai,60000000,30396134,7696134
2552,2552,2552,2909,2658,2383,4/28/2006,Stick It,20000000,30399714,26910736
2553,2553,2553,2910,1416,4374,4/14/2000,East is East,3000000,30438635,4170647
2554,2554,2554,2911,2669,2983,5/5/2006,An American Haunting,14000000,30443277,16298046
2555,2555,2555,2912,2458,2396,7/10/2005,2 For the Money,20000000,30491379,22991379
2556,2556,2556,2913,58,4692,5/8/1953,From Here to Eternity,1650000,30500000,30500000
2557,2557,2557,2914,5359,1383,6/30/2017,The House,40000000,30576502,24938902
2558,2558,2558,2915,869,2003,5/17/1996,Flipper,25530000,30593313,20080020
2559,2559,2559,2916,4147,1991,4/27/2012,The Raven,26000000,30601801,16008272
2560,2560,2560,2917,1200,613,1/15/1999,Virus,75000000,30626690,14010690
2561,2561,2561,2918,1281,2975,8/10/1999,Superstar,14000000,30628981,30628981
2562,2562,2562,2919,5238,3341,9/9/2016,When the Bough Breaks,10000000,30629507,29747603
2563,2563,2563,2920,2918,2390,6/15/2007,Nancy Drew,20000000,30703845,25584685
2564,2564,2564,2921,5275,2229,11/18/2016,Nocturnal Animals,22500000,30719170,10663357
2565,2565,2565,2922,5070,2404,11/20/2015,Secret in Their Eyes,20000000,30808558,20180155
2566,2566,2566,2923,485,2839,9/25/1987,The Princess Bride,15000000,30857000,30857000
2567,2567,2567,2924,4889,2230,4/24/2015,The Water Diviner,22500000,30864649,4200117
2568,2568,2568,2925,1690,1701,9/28/2001,Hearts in Atlantis,31000000,30885781,24185781
2569,2569,2569,2926,3092,2447,2/22/2008,Be Kind Rewind,20000000,30894247,11175164
2570,2570,2570,2927,4140,4957,4/13/2012,L!fe Happens,930000,30905,30905
2571,2571,2571,2928,3352,4609,3/20/2009,Super Capers,2000000,30955,30955
2572,2572,2572,2929,2618,1813,3/3/2006,Ultraviolet,30000000,30962112,18522064
2573,2573,2573,2930,1707,2741,11/4/2001,Joe Dirt,16000000,30987695,27087695
2574,2574,2574,2931,2252,104,7/5/2004,Van Helsing,170000000,300150546,120150546
2575,2575,2575,2932,242,912,12/15/1978,Superman,55000000,300200000,134218018
2576,2576,2576,2933,410,1233,5/22/1985,Rambo: First Blood Part II,44000000,300400000,150415432
2577,2577,2577,2934,615,643,11/12/1991,Hook,70000000,300854823,119654823
2578,2578,2578,2935,1044,4216,1/5/1998,Shooting Fish,4000000,302204,302204
2579,2579,2579,2936,5296,294,12/21/2016,Passengers,110000000,302211243,100014092
2580,2580,2580,2937,3415,89,7/8/2009,G.I. Joe: The Rise of Cobra,175000000,302469017,150201498
2581,2581,2581,2938,959,1159,3/21/1997,Liar Liar,45000000,302710615,181410615
2582,2582,2582,2939,1104,404,6/19/1998,Mulan,90000000,303500000,120620254
2583,2583,2583,2940,4337,391,2/14/2013,A Good Day to Die Hard,92000000,304249198,67349198
2584,2584,2584,2941,3074,4896,1/18/2008,Taxi to the Dark Side,1000000,304472,274661
2585,2585,2585,2942,1438,909,6/10/2000,Meet the Parents,55000000,304599899,166225040
2586,2586,2586,2943,892,4595,7/26/1996,Stonewall,2000000,304602,304602
2587,2587,2587,2944,749,2503,11/9/1994,Rapa Nui,20000000,305070,305070
2588,2588,2588,2945,4159,34,5/18/2012,Battleship,209000000,305218228,65233400
2589,2589,2589,2946,4127,163,3/30/2012,Wrath of the Titans,150000000,305270083,83670083
2590,2590,2590,2947,3515,1509,11/20/2009,The Blind Side,35000000,305705794,255959475
2591,2591,2591,2948,1067,3771,3/13/1998,Chairman of the Board,7000000,306715,306715
2592,2592,2592,2949,1950,1706,12/27/2002,Chicago,30000000,306771047,170687518
2593,2593,2593,2950,4270,177,11/21/2012,Rise of the Guardians,145000000,306900902,103412758
2594,2594,2594,2951,4608,3122,6/6/2014,The Fault in Our Stars,12000000,307166834,124872350
2595,2595,2595,2952,2820,910,12/15/2006,The Pursuit of Happyness,55000000,307325633,162586036
2596,2596,2596,2953,5314,1379,1/27/2017,Resident Evil: The Final Chapter,40000000,307353906,26844692
2597,2597,2597,2954,894,641,8/11/1996,Ransom,70000000,308700000,136492681
2598,2598,2598,2955,1933,5066,12/7/2002,Never Again,500000,308793,307631
2599,2599,2599,2956,3219,2256,9/19/2008,Igor,22000000,31013349,19528602
2600,2600,2600,2957,230,4304,12/23/1977,High Anxiety,3400000,31063038,31063038
2601,2601,2601,2958,1017,2847,11/4/1997,Grosse Pointe Blank,15000000,31070412,28084357
2602,2602,2602,2959,3014,1227,11/16/2007,Love in the Time of Cholera,45000000,31077418,4617608
2603,2603,2603,2960,4354,4003,3/15/2013,Spring Breakers,5000000,31149251,14124286
2604,2604,2604,2961,4079,1932,1/13/2012,Joyful Noise,27500000,31157914,30932113
2605,2605,2605,2962,4329,3391,1/25/2013,Movie 43,10000000,31164747,8840453
2606,2606,2606,2963,1736,3150,12/21/2001,How High,12000000,31222395,31155435
2607,2607,2607,2964,2251,3149,7/4/2004,Johnson Family Vacation,12000000,31286759,31203964
2608,2608,2608,2965,1507,1917,10/13/2000,Lost Souls,28000000,31320293,16779636
2609,2609,2609,2966,1229,1091,4/8/1999,The Iron Giant,50000000,31333917,23159305
2610,2610,2610,2967,1261,3291,6/18/1999,An Ideal Husband,10700000,31341183,18542974
2611,2611,2611,2968,787,1909,7/4/1995,Rob Roy,28000000,31390587,31390587
2612,2612,2612,2969,4214,1586,8/24/2012,Premium Rush,35000000,31393201,20275446
2613,2613,2613,2970,2310,5134,10/12/2004,Fabled,400000,31425,31425
2614,2614,2614,2971,2584,4451,1/9/2006,Lage Raho Munna Bhai,2700000,31517561,2217561
2615,2615,2615,2972,4380,3354,4/26/2013,Mud,10000000,31556959,21590086
2616,2616,2616,2973,192,5049,11/15/1974,Benji,500000,31559560,31559560
2617,2617,2617,2974,3303,2774,12/31/2008,Good,16000000,31631,31631
2618,2618,2618,2975,2288,2108,9/4/2004,The Girl Next Door,25000000,31635150,14589444
2619,2619,2619,2976,2557,1375,11/23/2005,Rent,40000000,31670620,29077547
2620,2620,2620,2977,318,3256,12/6/1981,History of the World: Part I,11000000,31672000,31672000
2621,2621,2621,2978,148,2375,10/15/1969,Paint Your Wagon,20000000,31678778,31678778
2622,2622,2622,2979,1948,1228,12/25/2002,Pinocchio,45000000,31681811,3681811
2623,2623,2623,2980,1071,3852,3/20/1998,Mr. Nice Guy,6000000,31716953,12716953
2624,2624,2624,2981,1270,1947,7/16/1999,Lake Placid,27000000,31770413,31770413
2625,2625,2625,2982,708,1369,1/7/1994,The Shadow,40000000,31835600,31835600
2626,2626,2626,2983,3532,1604,12/18/2009,The Young Victoria,35000000,31878891,11001272
2627,2627,2627,2984,263,3805,1/1/1980,Dressed to Kill,6500000,31899000,31899000
2628,2628,2628,2985,3388,4744,5/29/2009,Pontypool,1500000,31916,3865
2629,2629,2629,2986,3467,2749,9/18/2009,Jennifer's Body,16000000,31943401,16204793
2630,2630,2630,2987,2407,779,4/11/2005,Chicken Little,60000000,310043823,135386665
2631,2631,2631,2988,1277,639,7/30/1999,Runaway Bride,70000000,310138178,152257509
2632,2632,2632,2989,1312,1511,10/6/1999,Austin Powers: The Spy Who Shagged Me,35000000,310332636,206040085
2633,2633,2633,2990,3800,332,12/22/2010,Little Fockers,100000000,310650574,148438600
2634,2634,2634,2991,4993,770,9/18/2015,Maze Runner: The Scorch Trials,61000000,310697192,81697192
2635,2635,2635,2992,3557,5147,1/9/2010,My Dog Tulip,350000,310891,246574
2636,2636,2636,2993,5377,489,10/2/2017,The Lego Batman Movie,80000000,310940997,175750384
2637,2637,2637,2994,3596,3217,3/9/2010,San qiang pai an jing qi,12000000,310946,190946
2638,2638,2638,2995,5252,1290,10/6/2016,The Conjuring 2: The Enfield Poltergeist,40000000,311270008,102470008
2639,2639,2639,2996,4918,616,6/2/2015,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,162994032
2640,2640,2640,2997,2951,451,8/6/2007,Ocean's Thirteen,85000000,311744465,117144465
2641,2641,2641,2998,4207,343,8/17/2012,The Expendables 2,100000000,311979256,85028192
2642,2642,2642,2999,4012,4158,10/21/2011,Cargo,4200000,313230,0
2643,2643,2643,3000,1819,4535,5/29/2002,Elling,2100000,313436,313436
2644,2644,2644,3001,5012,3482,10/3/2015,Jungle Shuffle,10000000,314073,0
2645,2645,2645,3002,1037,1008,12/24/1997,As Good as it Gets,50000000,314111923,148478011
2646,2646,2646,3003,4246,5072,9/28/2012,The Other Dream Team,500000,314444,134109
2647,2647,2647,3004,3661,55,5/28/2010,Prince of Persia: Sands of Time,200000000,314594597,90759676
2648,2648,2648,3005,3401,1280,6/19/2009,The Proposal,40000000,314709717,163958031
2649,2649,2649,3006,3371,2644,4/24/2009,The Informers,18000000,315000,315000
2650,2650,2650,3007,988,443,7/25/1997,Air Force One,85000000,315268353,172956409
2651,2651,2651,3008,3395,63,6/11/2009,Disney's A Christmas Carol,190000000,315709697,137855863
2652,2652,2652,3009,382,2788,5/12/1984,Beverly Hills Cop,15000000,316300000,234760478
2653,2653,2653,3010,3440,642,8/21/2009,Inglourious Basterds,70000000,316915264,120774594
2654,2654,2654,3011,1732,560,12/21/2001,A Beautiful Mind,78000000,317668058,170708996
2655,2655,2655,3012,4423,2312,7/19/2013,The Conjuring,20000000,318000141,137400141
2656,2656,2656,3013,4248,558,10/2/2012,Journey 2: The Mysterious Island,79000000,318146162,103860290
2657,2657,2657,3014,3591,2784,2/26/2010,The Yellow Handkerchief,15500000,318623,318623
2658,2658,2658,3015,2306,101,10/11/2004,The Polar Express,170000000,319090241,194949659
2659,2659,2659,3016,637,1513,5/15/1992,Lethal Weapon 3,35000000,319700000,144731527
2660,2660,2660,3017,3555,158,1/7/2010,The Last Airbender,150000000,319713881,131772187
2661,2661,2661,3018,691,1636,9/17/1993,The Age of Innocence,34000000,32014993,32014993
